,coords,category,lat,long,address
252,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
253,123.120338/11.49771,Medical Response,123.120338,11.49771,"Mambot, Balasan, Iloilo, Western Visayas, 5018, Pilipinas / Philippines"
254,122.587822/11.1485,Medical Response,122.587822,11.1485,"Tubod, Iloilo, Western Visayas, Pilipinas / Philippines"
255,123.013786/10.37741,Medical Response,123.013786,10.37741,"Pontevedra, Negros Occidental, Western Visayas, 6105, Pilipinas / Philippines"
256,122.650482/10.84919,Medical Response,122.650482,10.84919,"Pelobello store, Banga Bante-Banga-Polot-an-Barotac Nuevo Road, Zarraga, Iloilo, Western Visayas, 5004, Pilipinas / Philippines"
257,122.735077/11.07625,Food & Clothes,122.735077,11.07625,"Banate, Iloilo, Western Visayas, 5010, Pilipinas / Philippines"
258,122.784111/11.48399,Medical Response,122.784111,11.48399,"Panay, Capiz, Western Visayas, 5815, Pilipinas / Philippines"
259,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
260,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
261,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
262,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
263,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
264,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
265,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
266,122.242104/11.13314,Medical Response,122.242104,11.13314,"Valderrama, Antique, Western Visayas, Pilipinas / Philippines"
267,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
268,122.242104/11.13314,Medical Response,122.242104,11.13314,"Valderrama, Antique, Western Visayas, Pilipinas / Philippines"
269,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
270,122.579987/11.24989,Food & Clothes,122.579987,11.24989,"Jeriff Fara-on’s Residence, Old Iloilo-Capiz Road, San Miguel, Tapaz, Capiz, Western Visayas, 5041, Pilipinas / Philippines"
271,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
272,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
273,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
274,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
275,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
276,124.552177/11.33877,Medical Response,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
277,124.552177/11.33877,Food & Clothes,124.552177,11.33877,"Capoocan, Leyte 2nd District, Leyte, Eastern Visayas, 6530, Pilipinas / Philippines"
